Month of Stop,Reason for Stop,Officer Race,Officer Gender,Officer Years of Service,Driver Race,Driver Gender,Driver Age,Search Conducted,Results,CMPD Division
2020/02,Safe Movement,White,M,5,Black,F,22,Yes,Citation,Eastway Division
2020/02,Stop Light/Sign,White,M,9,Black,M,40,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Equipment,White,M,4,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,4,White,F,46,Yes,Verbal Warning,Independence Division
2020/02,Speeding,White,M,19,Hispanic/Latino,M,30,Yes,Written Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,White,F,50,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,25,Yes,Citation,Eastway Division
2020/02,Safe Movement,White,M,5,Black,M,30,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,4,Hispanic/Latino,M,50,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,4,Hispanic/Latino,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,White,F,25,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,25,Yes,Verbal Warning,Central Division
2020/02,Speeding,White,M,13,Black,F,35,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,13,Hispanic/Latino,M,40,Yes,Citation,Westover Division
2020/02,Speeding,White,M,19,White,F,65,Yes,Written Warning,Hickory Grove Division
2020/02,Speeding,White,M,4,White,F,20,Yes,Verbal Warning,Metro Division
2020/02,Speeding,White,M,19,Black,M,30,Yes,Written Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,13,Hispanic/Latino,M,35,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,5,Black,F,27,Yes,Verbal Warning,North Tryon Division
2020/02,Safe Movement,White,M,2,Black,M,26,Yes,Citation,North Division
2020/02,Vehicle Equipment,White,M,4,Black,M,30,No,Verbal Warning,North Tryon Division
2020/02,Safe Movement,Black/African American,M,1,White,F,34,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,4,Black,M,22,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,13,Hispanic/Latino,M,21,Yes,Citation,Westover Division
2020/02,Safe Movement,Black/African American,M,11,Hispanic/Latino,M,18,No,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,5,Black,F,19,Yes,Citation,University City Division
2020/02,Safe Movement,White,M,4,White,M,50,Yes,Verbal Warning,Freedom Division
2020/02,Stop Light/Sign,Black/African American,M,9,Other/Unknown,F,25,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,13,Hispanic/Latino,M,29,No,Citation,Westover Division
2020/02,Stop Light/Sign,Black/African American,M,9,Hispanic/Latino,M,31,Yes,None,Providence Division
2020/02,Safe Movement,White,M,4,Black,M,20,Yes,None,Hickory Grove Division
2020/02,Vehicle Regulatory,White,F,4,Black,F,28,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,Hispanic/Latino,M,34,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,29,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,40,Yes,Citation,Independence Division
2020/02,Stop Light/Sign,White,M,5,Black,M,25,No,Citation,North Tryon Division
2020/02,Vehicle Regulatory,White,M,12,Hispanic/Latino,M,23,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,White,F,40,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,70,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Equipment,White,M,7,Hispanic/Latino,M,28,Yes,Verbal Warning,Westover Division
2020/02,Stop Light/Sign,White,M,4,Black,F,25,Yes,Verbal Warning,North Tryon Division
2020/02,Safe Movement,White,M,5,White,F,22,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,7,Black,F,27,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,38,Yes,Arrest,North Tryon Division
2020/02,Vehicle Regulatory,White,F,1,Black,M,55,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,4,Black,F,30,Yes,Verbal Warning,Independence Division
2020/02,Safe Movement,White,M,4,Hispanic/Latino,M,43,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,7,Black,M,29,Yes,Arrest,Westover Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,20,Yes,Citation,North Tryon Division
2020/02,Safe Movement,White,M,3,White,M,41,Yes,Citation,Independence Division
2020/02,Vehicle Equipment,White,M,5,Hispanic/Latino,M,55,Yes,Verbal Warning,Central Division
2020/02,Safe Movement,Black/African American,M,3,White,M,37,No,Verbal Warning,Metro Division
2020/02,Stop Light/Sign,White,M,4,Black,F,29,Yes,Verbal Warning,Eastway Division
2020/02,Stop Light/Sign,White,M,4,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,29,No,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,F,6,Black,M,38,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Equipment,White,F,4,Black,F,29,Yes,Verbal Warning,Eastway Division
2020/02,Stop Light/Sign,White,M,4,White,M,34,Yes,Verbal Warning,Eastway Division
2020/02,Safe Movement,White,M,5,Black,F,33,Yes,Verbal Warning,University City Division
2020/02,Stop Light/Sign,Hispanic/Latino,M,5,Black,F,32,Yes,Citation,Westover Division
2020/02,Stop Light/Sign,Black/African American,M,3,Black,F,21,Yes,Verbal Warning,Metro Division
2020/02,Stop Light/Sign,White,M,4,White,M,38,Yes,Citation,Providence Division
2020/02,Vehicle Regulatory,White,M,7,Hispanic/Latino,M,20,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,White,M,5,White,F,40,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,White,F,4,Black,F,22,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,Hispanic/Latino,M,45,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,18,Hispanic/Latino,M,23,Yes,Verbal Warning,Steele Creek Division
2020/02,Safe Movement,White,M,2,Hispanic/Latino,M,40,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,White,M,1,White,F,34,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,7,Hispanic/Latino,M,16,No,Verbal Warning,Steele Creek Division
2020/02,Vehicle Equipment,Black/African American,M,4,Black,F,44,Yes,Verbal Warning,Westover Division
2020/02,Safe Movement,White,M,5,Black,M,25,Yes,Verbal Warning,University City Division
2020/02,Stop Light/Sign,White,M,19,White,M,21,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,7,Black,M,52,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,14,Asian,M,35,Yes,Written Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,1,Hispanic/Latino,M,25,Yes,Written Warning,Steele Creek Division
2020/02,Vehicle Regulatory,White,F,1,White,F,45,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,20,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,Black/African American,M,4,Black,M,50,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,White,M,4,Black,M,24,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,35,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,14,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,19,White,M,45,Yes,Verbal Warning,South Division
2020/02,Vehicle Equipment,Black/African American,M,4,Black,M,42,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,4,Asian,F,31,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,5,Black,M,18,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,3,White,F,30,Yes,Verbal Warning,Central Division
2020/02,Safe Movement,Black/African American,M,11,Hispanic/Latino,M,21,Yes,Verbal Warning,Hickory Grove Division
2020/02,Speeding,White,M,5,Asian,M,21,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,Hispanic/Latino,F,6,Black,F,30,Yes,Written Warning,Hickory Grove Division
2020/02,Vehicle Equipment,White,M,1,Other/Unknown,M,21,Yes,None,Steele Creek Division
2020/02,Vehicle Regulatory,White,F,4,White,F,28,Yes,Citation,Eastway Division
2020/02,Stop Light/Sign,White,M,4,Black,F,47,Yes,Verbal Warning,Eastway Division
2020/02,Safe Movement,White,M,5,Black,F,26,Yes,Verbal Warning,University City Division
2020/02,Stop Light/Sign,White,M,2,Black,M,25,Yes,Verbal Warning,Westover Division
2020/02,Speeding,White,M,6,Asian,F,52,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,57,Yes,Written Warning,Steele Creek Division
2020/02,Vehicle Equipment,White,M,4,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Equipment,White,M,4,Black,M,40,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,14,Hispanic/Latino,M,28,Yes,Written Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,F,1,Black,M,47,Yes,Citation,University City Division
2020/02,Stop Light/Sign,White,M,6,Hispanic/Latino,M,26,Yes,Citation,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,22,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Equipment,White,M,2,Hispanic/Latino,M,44,Yes,Citation,North Division
2020/02,Safe Movement,White,M,4,Black,F,50,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,White,F,27,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,25,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,1,Black,F,39,Yes,Citation,University City Division
2020/02,Stop Light/Sign,White,M,19,White,M,30,Yes,Written Warning,South Division
2020/02,Vehicle Equipment,Hispanic/Latino,F,2,Hispanic/Latino,M,24,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,9,Hispanic/Latino,M,23,Yes,Citation,Hickory Grove Division
2020/02,Vehicle Equipment,White,M,5,Black,M,30,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,5,Black,M,30,Yes,Verbal Warning,University City Division
2020/02,Vehicle Equipment,White,M,14,Hispanic/Latino,M,20,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Black/African American,M,12,Black,M,37,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,4,Black,F,28,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,37,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,26,White,F,25,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,52,Yes,Citation,Steele Creek Division
2020/02,Vehicle Equipment,White,M,1,Black,M,50,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,5,Black,M,26,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,F,1,Black,M,60,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,2,Hispanic/Latino,M,45,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,1,Hispanic/Latino,M,35,Yes,Verbal Warning,Freedom Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,45,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,9,Hispanic/Latino,M,24,Yes,Citation,Hickory Grove Division
2020/02,Speeding,White,M,6,White,F,28,Yes,Citation,Providence Division
2020/02,Stop Light/Sign,Black/African American,M,5,White,M,40,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,24,Yes,Citation,Hickory Grove Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,F,24,Yes,Citation,Westover Division
2020/02,Vehicle Equipment,White,M,2,Black,M,46,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,Black/African American,M,1,Black,M,19,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,Black/African American,M,11,Black,F,20,No,Arrest,Eastway Division
2020/02,Vehicle Equipment,White,F,4,Black,M,27,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,Black/African American,M,6,Black,M,32,Yes,Citation,University City Division
2020/02,Stop Light/Sign,White,M,19,Black,M,28,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,5,Black,F,28,Yes,Citation,University City Division
2020/02,Vehicle Equipment,White,M,2,Black,M,54,Yes,Verbal Warning,Metro Division
2020/02,Speeding,White,M,11,Black,M,23,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,45,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,33,No,Arrest,University City Division
2020/02,Vehicle Equipment,White,M,3,Black,M,33,Yes,Verbal Warning,Westover Division
2020/02,Speeding,White,M,14,White,F,48,Yes,Written Warning,South Division
2020/02,Speeding,White,M,4,Black,M,31,Yes,Verbal Warning,Metro Division
2020/02,Stop Light/Sign,White,M,4,Black,M,39,Yes,Verbal Warning,Providence Division
2020/02,Safe Movement,White,F,6,Black,M,55,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Equipment,White,M,3,Black,M,21,No,Verbal Warning,Metro Division
2020/02,Vehicle Equipment,White,M,16,White,M,17,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,19,White,M,30,Yes,Verbal Warning,Steele Creek Division
2020/02,Stop Light/Sign,Black/African American,M,4,Black,M,28,No,Arrest,Central Division
2020/02,Speeding,White,M,12,White,M,19,Yes,Citation,Westover Division
2020/02,Vehicle Equipment,White,M,16,Asian,M,31,Yes,Verbal Warning,South Division
2020/02,Stop Light/Sign,2 or More,M,9,White,F,23,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,12,Hispanic/Latino,M,34,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,32,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,3,Black,F,20,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,12,White,F,25,Yes,Citation,Eastway Division
2020/02,Speeding,Black/African American,M,5,Two or more,M,30,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,Black/African American,M,2,Black,F,50,No,Written Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,29,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,12,Black,F,24,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Equipment,Black/African American,M,6,White,F,25,Yes,Verbal Warning,Providence Division
2020/02,Stop Light/Sign,White,M,6,White,F,22,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,7,Black,F,39,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,8,Two or more,F,25,No,Arrest,Metro Division
2020/02,Speeding,White,M,12,White,M,33,Yes,Verbal Warning,Eastway Division
2020/02,Stop Light/Sign,White,M,7,Black,F,80,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,21,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,2,Two or more,F,45,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Equipment,White,M,3,White,F,24,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,2,Black,F,40,Yes,Verbal Warning,South Division
2020/02,Driving While Impaired,White,M,12,Asian,F,22,No,Arrest,Eastway Division
2020/02,Vehicle Regulatory,White,M,1,Black,M,30,Yes,Verbal Warning,Central Division
2020/02,Stop Light/Sign,White,M,2,Black,M,40,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,39,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,46,Yes,Arrest,Providence Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,45,No,Citation,North Division
2020/02,Driving While Impaired,White,M,3,Hispanic/Latino,F,41,Yes,Arrest,Steele Creek Division
2020/02,Investigation,White,M,30,Asian,M,35,Yes,None,Westover Division
2020/02,Investigation,White,M,7,Black,M,35,Yes,None,North Tryon Division
2020/02,Vehicle Regulatory,White,M,19,Black,M,59,Yes,Citation,Hickory Grove Division
2020/02,Investigation,Asian/Pacific Islander,M,23,Hispanic/Latino,M,34,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,23,Black,M,25,Yes,Citation,Eastway Division
2020/02,Safe Movement,White,M,12,Hispanic/Latino,M,43,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,25,White,M,40,Yes,Verbal Warning,Providence Division
2020/02,Speeding,White,M,26,Hispanic/Latino,M,45,Yes,Citation,Providence Division
2020/02,Speeding,White,M,26,Hispanic/Latino,M,46,Yes,Citation,Providence Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Hispanic/Latino,M,29,Yes,Citation,Eastway Division
2020/02,Speeding,Asian/Pacific Islander,M,23,White,M,35,Yes,Citation,Eastway Division
2020/02,Speeding,White,M,26,White,F,67,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,15,Hispanic/Latino,M,39,No,Arrest,Eastway Division
2020/02,Speeding,White,M,13,White,F,30,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,M,25,Black,M,45,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Equipment,Asian/Pacific Islander,M,16,Black,F,43,Yes,Verbal Warning,North Division
2020/02,Speeding,Black/African American,M,11,Black,M,19,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Equipment,White,M,1,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,9,White,F,22,Yes,Citation,Hickory Grove Division
2020/02,Speeding,Black/African American,M,11,Hispanic/Latino,M,20,Yes,Verbal Warning,Westover Division
2020/02,Speeding,Black/African American,M,11,Hispanic/Latino,M,19,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,White,F,13,White,F,25,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,9,Asian,M,40,Yes,Citation,Hickory Grove Division
2020/02,Speeding,White,M,26,Hispanic/Latino,M,23,Yes,Verbal Warning,Providence Division
2020/02,Safe Movement,White,M,1,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/02,SeatBelt,Asian/Pacific Islander,M,16,Black,F,24,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,20,Hispanic/Latino,M,38,Yes,Verbal Warning,Eastway Division
2020/02,Stop Light/Sign,White,M,21,White,F,67,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,F,1,Black,M,36,Yes,Citation,University City Division
2020/02,Vehicle Equipment,White,M,5,Asian,M,56,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,Asian/Pacific Islander,M,23,Black,M,30,Yes,Citation,Eastway Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,57,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,25,Yes,Citation,North Division
2020/02,Stop Light/Sign,White,M,10,Black,M,26,Yes,Verbal Warning,Independence Division
2020/02,Vehicle Regulatory,Asian/Pacific Islander,M,5,Black,F,51,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,4,White,F,32,Yes,Verbal Warning,Independence Division
2020/02,Stop Light/Sign,White,M,1,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,36,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,3,Black,M,18,Yes,Citation,Freedom Division
2020/02,Speeding,White,M,4,Black,F,32,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,2 or More,M,21,Black,F,30,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,2 or More,M,21,White,F,30,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Equipment,White,M,6,Black,F,31,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,3,Black,F,27,Yes,Citation,Freedom Division
2020/02,Speeding,White,M,5,White,M,65,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,F,5,Black,M,45,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,2,Black,F,20,Yes,Citation,University City Division
2020/02,Vehicle Regulatory,White,M,4,Black,F,23,Yes,Verbal Warning,Independence Division
2020/02,Speeding,White,M,4,Black,M,22,No,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,60,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,F,3,Black,F,22,Yes,Verbal Warning,Freedom Division
2020/02,Speeding,White,M,5,Other/Unknown,M,40,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,2,Black,M,40,Yes,Verbal Warning,Metro Division
2020/02,Speeding,White,M,13,Hispanic/Latino,M,38,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,5,Hispanic/Latino,M,20,Yes,Verbal Warning,Eastway Division
2020/02,Vehicle Regulatory,White,F,2,Black,M,26,Yes,Citation,Westover Division
2020/02,Vehicle Equipment,White,M,2,Hispanic/Latino,F,35,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,Black/African American,F,6,White,M,40,Yes,Verbal Warning,North Tryon Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,5,Black,M,20,Yes,Verbal Warning,Central Division
2020/02,Vehicle Equipment,White,F,3,Black,F,43,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,Black/African American,F,6,Black,M,20,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,21,Other/Unknown,M,28,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,13,Black,M,25,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,51,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,2,Black,F,62,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,13,Black,M,30,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,4,Black,M,25,No,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,19,White,M,35,Yes,Verbal Warning,Hickory Grove Division
2020/02,Stop Light/Sign,White,M,2,Black,F,55,Yes,Verbal Warning,North Tryon Division
2020/02,Stop Light/Sign,White,M,14,White,M,52,Yes,Citation,South Division
2020/02,Speeding,White,M,19,Black,F,20,Yes,Verbal Warning,Hickory Grove Division
2020/02,Vehicle Regulatory,White,M,5,White,M,35,Yes,Verbal Warning,
2020/02,Vehicle Regulatory,White,M,3,Two or more,M,42,Yes,None,Independence Division
2020/02,Vehicle Regulatory,Black/African American,M,3,White,F,34,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,14,White,M,49,Yes,Citation,South Division
2020/02,Vehicle Equipment,White,M,21,White,M,22,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,22,Black,F,40,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,White,M,22,White,M,33,Yes,Citation,South Division
2020/02,Speeding,White,M,5,Hispanic/Latino,M,35,Yes,Citation,South Division
2020/02,Vehicle Regulatory,White,F,2,Hispanic/Latino,M,28,Yes,Citation,Westover Division
2020/02,Vehicle Equipment,White,M,1,Black,M,20,No,Arrest,North Tryon Division
2020/02,Speeding,White,M,5,White,F,53,Yes,Citation,South Division
2020/02,Speeding,White,M,13,Black,F,35,Yes,Citation,Westover Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,32,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,13,Hispanic/Latino,M,22,Yes,Citation,Westover Division
2020/02,Stop Light/Sign,White,M,2,Black,F,35,Yes,Verbal Warning,University City Division
2020/02,Vehicle Regulatory,White,M,14,White,M,33,Yes,Citation,South Division
2020/02,Speeding,White,M,5,White,F,42,Yes,Citation,Independence Division
2020/02,Stop Light/Sign,White,M,2,Black,M,25,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,5,Black,M,47,Yes,Citation,South Division
2020/02,Vehicle Regulatory,White,M,1,White,M,45,Yes,Verbal Warning,Central Division
2020/02,Vehicle Regulatory,White,M,6,Asian,F,27,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,13,Hispanic/Latino,M,22,Yes,Citation,Westover Division
2020/02,Vehicle Equipment,White,M,6,Black,M,38,Yes,Verbal Warning,North Division
2020/02,Speeding,White,M,6,Two or more,M,40,Yes,Citation,Central Division
2020/02,Vehicle Regulatory,Hispanic/Latino,M,11,Black,M,28,No,Verbal Warning,University City Division
2020/02,Safe Movement,White,M,3,Black,F,81,Yes,None,Westover Division
2020/02,Speeding,White,M,5,White,M,33,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,38,Yes,Verbal Warning,North Division
2020/02,Safe Movement,White,M,13,White,M,55,Yes,Citation,Independence Division
2020/02,Vehicle Regulatory,White,F,6,Black,F,25,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,White,M,6,Hispanic/Latino,M,32,Yes,Citation,Metro Division
2020/02,Vehicle Regulatory,White,F,1,Black,F,53,Yes,Verbal Warning,University City Division
2020/02,Safe Movement,White,F,7,Black,M,50,Yes,Verbal Warning,University City Division
2020/02,Safe Movement,Black/African American,M,3,Black,F,47,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,F,3,Black,M,24,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,2,White,F,40,Yes,Verbal Warning,Eastway Division
2020/02,Safe Movement,White,M,6,White,M,32,Yes,Verbal Warning,Steele Creek Division
2020/02,Vehicle Regulatory,White,M,6,Black,F,43,Yes,Citation,North Division
2020/02,Other,White,M,18,White,M,57,No,Arrest,Independence Division
2020/02,Vehicle Equipment,Black/African American,M,12,Black,F,25,Yes,Verbal Warning,Eastway Division
2020/02,Speeding,White,M,4,White,M,51,Yes,Verbal Warning,South Division
2020/02,Vehicle Regulatory,Black/African American,M,4,Black,F,28,Yes,Citation,Central Division
2020/02,Vehicle Regulatory,White,M,15,Black,F,35,Yes,Verbal Warning,Metro Division
2020/02,Vehicle Regulatory,White,M,2,Black,M,34,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,6,Black,M,56,Yes,Citation,North Division
2020/02,Safe Movement,White,M,5,Black,M,29,Yes,Verbal Warning,Westover Division
2020/02,Vehicle Regulatory,Black/African American,M,3,Black,M,45,Yes,Verbal Warning,North Division
2020/02,Vehicle Equipment,White,M,19,White,M,47,Yes,Verbal Warning,South Division
2020/02,Speeding,White,M,6,White,M,39,Yes,Verbal Warning,Providence Division
2020/02,Vehicle Regulatory,White,M,6,White,F,29,Yes,Verbal Warning,North Tryon Division
2020/02,Speeding,White,M,2,Black,M,21,Yes,Verbal Warning,University City Division
2020/02,Safe Movement,White,M,1,Black,M,30,Yes,Verbal Warning,North Tryon Division
